1,not difficult to predict the coming of a global cold,[],[difficult, cold],negative
2,stevenbeschloss: anyone doubt the cold blooded butcher of moscow sleeps well,[well],[doubt, butcher, cold],negative
3,hariolor: the  corpse  was  no  longer  cold  because  there  never  had  been  any  corpse  for  you  to  mourn  over  in  the  first,[],[cold, mourn],negative
324,helenmallam: is rishi sunak a politically naive rich idiot with no empathy or understanding of cold and hunger,[empathy, rich],[idiot, cold, naive],negative
325,tortaglia yes i m looking at you because your shirt is unbuttoned,[],[],neutral
326,6ixroses_: bumping this nigga music  amp  my man walking around nodding to it  yo replacement cold ain t he gang🤣🤣🤣🤣🤣🤣,[],[bumping, cold],negative
327,hillaryclinton: well,[well],[],positive
328,countoverparty far weirder sh1t than that,[],[],neutral
329,cold_archer,[],[],neutral
330,it's a cold rainy day,[],[cold],negative
331,lavellan22: wip wednesday,[],[],neutral
332,much needed rainfall continues over the area this morning  the cold front is still hung up in the upstate,[],[hung, cold],negative
333,now_arsenai: gabriel martinelli with the cold responses  he knows,[],[cold],negative
334,moonbyulintl:     fancafe,[],[],neutral
335,erikslaternr: i never saw this vid  this is cold as hell  https:  t co bumeaulg34,[],[cold, hell],negative
336,you're ice cold  let me keep you warm,[warm],[cold],neutral
337,nsutim  geromanat  scottmccampbell  conniewhitman8  kajjakobsson  pmakela1 hahaha  the us government decides how americans think  does it hurt to be that stupid,[],[stupid, hurt],negative
338,haroldstockburg good morning,[good],[],positive
339,urbangammon  skynews i'm sure that comes as cold consolation to the millions of africans we  abducted,[],[cold],negative
340,cold_quasar  o,[],[],neutral
341,hiring : demand for high performance audio visual innovations continues to grow,[],[],neutral
342,egodriv: psychology says you're gonna be a millionaire in 6 months if you read 2 books a month,[],[],neutral
343,do you know someone looking for a home,[],[],neutral
344,normal person go dey blow nose and you'd figure they have cold but not me i have to be excusing myself to go spit every 10minutes 🤦   🥺,[],[cold, blow],negative
345,mikegalsworthy: it looks like sunak s spring statement has bombed,[like],[],positive
346,nevernotdm chill touch,[],[chill],negative
347,grahambsi: sunak leaves the poor out in the cold  johnson gurns https:  t co c69m1qxeww,[],[poor, cold],negative
348,espnfc: marcelo is too cold  wait until the last shot 🥶,[],[cold],negative
349,itsmrfusion  the_reliant  thashark316 i mean from a cold business perspective it makes sense for him and the twins  let's also acknowledge the elephant in the room,[],[cold],negative
350,just finished up at a client office,[],[],neutral
351,hindi po ako cold 😅 hindi lang po talaga ako matopic 🥲,[],[cold],negative
352,good morning all  sun and moon out  cold texas morning  have a great thursday https:  t co 1napsrfbwu,[good, great],[cold],positive
353,cryptojverse: last night this  btch moved in  she s cold as ice  gm    🖕🏾 btchesnft  nftcommunity  nfts  btches https:  t co tzpcpxtxrb,[],[cold],negative
354,trussliz  g7 the due revenge will be swift and cold,[swift],[revenge, cold],negative
355,zachbelbunnies: and then the cold came,[],[cold],negative
356,first 'snake hike' of the year was better than expected,[better],[],positive
357,daytwadalailama:  good things are supposed to happen to me     cold shower mood,[good],[cold],neutral
358,im so cold :,[],[cold],negative
359,erikslaternr: i never saw this vid  this is cold as hell  https:  t co bumeaulg34,[],[cold, hell],negative
360,why do people announce it when they catch covid,[],[],neutral
361,lukemcgee: the post cold war era is over  biden's europe trip will shape what comes next,[],[cold],negative
362,mikebroderick33  antarestrader  beingcharisblog  drleanawen what the hell did you do during cold and flu season before this scandemic,[],[cold, hell],negative
363,mazdzer: pop sugar did a great piece on me  link in bio  but they forgot to mention that i do the polar plunge more than once in the wi,[great],[],positive
364,peterdclack too bad that the scolds can t just let us enjoy and prosper in this rare and precious warm period  for the scolds that relish  payback for humanity,[warm, prosper, precious, enjoy, relish],[bad, payback],positive
365,papyalust: attention  before you are allowed to enter smiling face with open mouth and cold sweatsmiling face with 3 heartssmiling face,[smiling],[cold],neutral
366,darthputinkgb they must have the same cold as andropov and chernenko has back in the day,[],[cold],negative
367,uggghhhh first time in ages i'm sick and it's some dumb ass cold i caught from the kiddo  cause they relaxed masking at school  i'm trying to have her keep using hers but i hugely doubt she is given everyone chilled out  bleh,[relaxed],[dumb, doubt, cold, sick],negative
368,shocked,[],[shocked],negative
369,ricopro una nuova posizione lavorativa: consigliere del cda gal sgt presso gal sgt  https:  t co pm6fzazn6u,[],[],neutral
370,taechweita i mean i ve had a cold for about a week but that s doable,[],[cold],negative
371,erikslaternr: i never saw this vid  this is cold as hell  https:  t co bumeaulg34,[],[cold, hell],negative
372,and boys are so cold,[],[cold],negative
373,jackelsom: sobering moment on  lbc as a single mum calls into rishi sunak to tell him rising prices means her boiler is currently off,[],[sobering],negative
374,cctv_idiots: just because it s cold up here in scotland doesn t mean we know how a ski lift works 😂😂 https:  t co kzqetngjl6,[works],[cold],neutral
375,2shadlee these are cold 🥶,[],[cold],negative
376,one1strategist: speed attraction,[attraction],[],positive
377,wuntahps_  evs2x  yukiiyoo_ but u got to remmeber my awp is cold dropped 30 on u and fish 😩,[],[cold],negative
378,cold blood mikasa   amv   rage inside,[],[rage, cold],negative
379,gash is honestly cold towards my thato today wish she can give hima space   bbmzansi https:  t co zqod8ha68z,[],[cold],negative
380,erikslaternr: i never saw this vid  this is cold as hell  https:  t co bumeaulg34,[],[cold, hell],negative
381,politicoeurope: as russian bombs fall on ukrainian cities,[],[fall],negative
382,erikslaternr: i never saw this vid  this is cold as hell  https:  t co bumeaulg34,[],[cold, hell],negative
383,6ixroses_: bumping this nigga music  amp  my man walking around nodding to it  yo replacement cold ain t he gang🤣🤣🤣🤣🤣🤣,[],[bumping, cold],negative
384,ostwindprojekt: just got myself a type 3 ak for my fin cold war kit https:  t co wbwuveex8g,[],[cold],negative
385,"we would like to remind our esteemed russian counterparts of  waves hands vigorously at the libraries full of books from the cold war,[like],[cold],neutral
386,i remember this sane criticism of  coldness  being labelled on carol in 2015  amp  i ve gone 7 years past its release trying to understand what people found so cold about it  carol for me is an intensely fiery  amp  passionate film but only in a way a story set during the 50 s could bez https:  t co rmo4pzeipv,[sane, passionate, fiery],[cold, criticism],positive
387,phew walmart won t be seeing me today cause once it start raining  amp thundering babe i stay in the house i m already getting over a cold my immune system to weak fa this 🤣,[won],[cold, weak],negative
388,coldantlerfarm: good morning from a bright and eager cold antler farm  i am hoping to pay the february mortgage today,[eager, bright, good],[cold],positive
389,suesuezep: squirming sunak confronted by mum whose house is so cold she can see her breath https:  t co loawz13vp7,[],[cold],negative
390,llllmairullll:                                                              cold cut                         https:  t co 6gn3zkyrhv,[],[cold],negative
391,erikslaternr: i never saw this vid  this is cold as hell  https:  t co bumeaulg34,[],[cold, hell],negative
392,and rage can be beautiful in a way  the way it heats him up like a fire on a cold winter s night  sometimes it feels like that was all he had  and at least when he was feeling angry he was feeling something,[beautiful, like],[rage, cold, angry],neutral
393,bundomarlin it was so cold lol,[],[cold],negative
394,erikslaternr: i never saw this vid  this is cold as hell  https:  t co bumeaulg34,[],[cold, hell],negative
395,bigmontes: why does cold water in these cups slap so much 😍 https:  t co hvdnxqdz8g,[],[cold, slap],negative
396,espn: this photo is cold 🥶,[],[cold],negative
397,republic:  nonuclearwar   this is the closest we've been to nuclear war since the end of the cold war  having said that i still feel th,[],[cold],negative
398,nba: trae young's q1 buzzer beater is cold  phantomcam,[],[cold],negative
399,cold_behavior: cold behavior nft giveaway 🎁,[],[cold],negative
400,join  repl on friday,[],[],neutral
401,_tyl6r  noxihit ay me and cold got u into this selling world,[],[cold],negative
402,mrstoh2o: oh  i remember a story here  see the ladies sitting behind the boys  they're celeb five  so it was really cold that night  ta,[],[cold],negative
403,roccoleclerc it was getting sunny and then it got cold again 😔,[],[cold],negative
404,dailymailuk cold season,[],[cold],negative
405,in the depth of cold,[],[cold],negative
406,in the depth of cold,[],[cold],negative
407,cold_behavior: cold behavior nft giveaway 🎁,[],[cold],negative
408,hillaryclinton: well,[well],[],positive
409,risasereal: it's another night and i'll be sleeping lonely in this cold kisii region 😂😌,[],[cold, lonely],negative
410,electroversenet: record snow hits amarillo  3 million homes in japan threatened with blackouts due to cold weather    greece  amp  georgia,[],[cold],negative
411,if you toss a frog into a pot of boiling water it will scramble to get out but if you put the frog in while the water is still cold and slowly raise the temperature the frog will stay until it is boiled to death the same kind of thing can happen in relationships,[],[boiling, death, cold, slowly, scramble],negative
412,wonderkatu i find it very cold  i accept they will be biased but it seems quite shortsighted  my parents say they want to be on decent terms with ex for kids and so he can come to them if ever needs help or support with them  they are decent though  true colours and all that,[decent, support],[shortsighted, biased, cold],neutral
413,cold_archer,[],[],neutral
414,savagecharts it means your child has a cold flu,[],[cold],negative
415,cold_behavior: cold behavior nft giveaway 🎁,[],[cold],negative
416,my body is literally cold sweating rn,[],[cold],negative
417,hillaryclinton: well,[well],[],positive
418,markbaker_23 yep r callum up here for some stuff im sat outside in the sun   still cold,[],[cold],negative
419,it's cold as dick today,[],[dick, cold],negative
420,cryptodoozu  jorge_avr  itsbostoncream all the times pats went 2 3 years between afc championships and when they went a decade between sb wins   cold take when they have a promising rookie qb and the best coach    mahomes losing his security blanket is a real problem for kc,[wins, best, promising],[problem, cold, losing],neutral
421,sotcstill:  micheal_olainn  newschambers or the equally cold "mother" in certain circles,[],[cold],negative
422,visitdoncaster: they serve hot and cold drinks,[hot],[cold],neutral
423,zombiecarer: cg  who  "im  so  cold"  x  little  who  brings  all  their  stuffies  and  coziest  blankets  and  cuddles  with  their,[],[],neutral
424,the good news is that i don't have covid,[good],[],positive
425,stone cold fever  live at the fillmore east  1971   1st show    youtube https:  t co nfuygbi54t,[],[fever, cold],negative
426,rajvarshney: a well thought and balanced article by  kpethiyagoda  in  financialreview   on a intriguing topic  why india is not joinin,[well, intriguing, balanced],[],positive
427,themaskbitch: it s too cold to be trusting any bitch rn,[trusting],[bitch, cold],negative
428,risasereal: it's another night and i'll be sleeping lonely in this cold kisii region 😂😌,[],[cold, lonely],negative
429,manny_street i only ever see him take it for walks on sunny days,[],[],neutral
430,andrew7rd  fbowtique  nobleguardianie  astaines  kierancuddihy 😝 😝 😝 😝 😝 😝 😝 😝 😝 😝 😝 😝 😝 😝 😝 😝 😝 😝 😝 😝 😝 😝 for a cold,[],[cold],negative
431,espn: this photo is cold 🥶,[],[cold],negative
432,carldoska sometimes you have to take the dive into cold water,[],[cold],negative
433,hillaryclinton: well,[well],[],positive
434,olliecarroll: wartime taxi driver conversation in ukraine,[],[],neutral
435,kgbciansami6mos  gegelsmr2 this winter was a cold,[],[cold],negative
436,themercart_: "thine has tested negative for the plague,[],[negative, plague],negative
437,gerardaraud: a second cold war,[],[cold],negative
438,yami_invictus if there s a pun in there i missed it,[],[missed],negative
